creation_date,product_item_sku_id,sales,base_price,list_price,sale_price,msrp,views,cart_quantity,base_price_change,is_holiday,day_of_week,week_of_month,month_of_year,days_till_black_friday,days_till_christmas,days_till_summer,days_till_winter,is_promotion,margin
2020-12-03,FO-DMUN2Q,3,160.0,160.0,152.0,160.0,0.0,0.0,False,0,3,1,12,356,22,180,363,1,0.0
2020-12-06,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False,0,6,1,12,353,19,177,360,1,0.0
2020-12-09,FO-DMUN2Q,1,152.0,160.0,152.0,160.0,0.0,0.0,True,0,2,2,12,350,16,174,357,1,10.0
2020-12-12,FO-DMUN2Q,1,152.0,160.0,152.0,160.0,0.0,0.0,False,0,5,2,12,347,13,171,354,1,10.0
2020-12-15,FO-DMUN2Q,1,152.0,160.0,152.0,160.0,0.0,0.0,False,0,1,3,12,344,10,168,351,1,10.0
2020-12-18,FO-DMUN2Q,1,152.0,160.0,152.0,160.0,0.0,0.0,False,0,4,3,12,341,7,165,348,1,10.0
2020-12-21,FO-DMUN2Q,1,152.0,160.0,152.0,160.0,0.0,0.0,False,0,0,3,12,338,4,162,345,1,10.0
2020-12-24,FO-DMUN2Q,2,156.0,160.0,152.0,160.0,0.0,0.0,True,0,3,4,12,335,1,159,342,1,5.0
2020-12-27,FO-DMUN2Q,0,156.0,160.0,152.0,160.0,0.0,0.0,False,0,6,4,12,332,363,156,339,1,5.0
2020-12-30,FO-DMUN2Q,2,160.0,160.0,152.0,160.0,0.0,0.0,True,0,2,5,12,329,360,153,336,1,0.0
2021-01-02,FO-DMUN2Q,2,160.0,160.0,152.0,160.0,0.0,0.0,False,0,5,1,1,326,357,150,333,1,0.0
2021-01-05,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False,0,1,1,1,323,354,147,330,1,0.0
2021-01-08,FO-DMUN2Q,0,160.0,160.0,152.0,160.0,0.0,0.0,False,0,4,2,1,320,351,144,327,1,0.0
2021-01-11,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False,0,0,2,1,317,348,141,324,1,0.0
2021-01-14,FO-DMUN2Q,3,157.33333333333334,160.0,152.0,160.0,0.0,0.0,True,0,3,2,1,314,345,138,321,1,3.3333333333333215
2021-01-17,FO-DMUN2Q,0,157.33333333333334,160.0,152.0,160.0,0.0,0.0,False,0,6,3,1,311,342,135,318,1,3.3333333333333215
2021-01-20,FO-DMUN2Q,1,152.0,160.0,152.0,160.0,0.0,0.0,True,0,2,3,1,308,339,132,315,1,10.0
2021-01-23,FO-DMUN2Q,3,152.0,160.0,152.0,160.0,0.0,0.0,False,0,5,4,1,305,336,129,312,1,10.0
2021-01-26,FO-DMUN2Q,1,152.0,160.0,152.0,160.0,0.0,0.0,False,0,1,4,1,302,333,126,309,1,10.0
2021-01-29,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,True,0,4,5,1,299,330,123,306,1,0.0
2021-02-01,FO-DMUN2Q,2,160.0,160.0,152.0,160.0,0.0,0.0,False,0,0,1,2,296,327,120,303,1,0.0
2021-02-04,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False,0,3,1,2,293,324,117,300,1,0.0
2021-02-07,FO-DMUN2Q,2,160.0,160.0,152.0,160.0,0.0,0.0,False,0,6,1,2,290,321,114,297,1,0.0
2021-02-10,FO-DMUN2Q,0,160.0,160.0,152.0,160.0,0.0,0.0,False,0,2,2,2,287,318,111,294,1,0.0
2021-02-13,FO-DMUN2Q,3,160.0,160.0,152.0,160.0,0.0,0.0,False,0,5,2,2,284,315,108,291,1,0.0
2021-02-16,FO-DMUN2Q,2,160.0,160.0,152.0,160.0,0.0,0.0,False,0,1,3,2,281,312,105,288,1,0.0
2021-02-19,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False,0,4,3,2,278,309,102,285,1,0.0
2021-02-22,FO-DMUN2Q,4,160.0,160.0,152.0,160.0,0.0,0.0,False,0,0,4,2,275,306,99,282,1,0.0
2021-02-25,FO-DMUN2Q,3,157.33333333333334,160.0,152.0,160.0,0.0,0.0,True,0,3,4,2,272,303,96,279,1,3.3333333333333215
2021-02-28,FO-DMUN2Q,1,152.0,160.0,152.0,160.0,0.0,0.0,True,0,6,4,2,269,300,93,276,1,10.0
2021-03-03,FO-DMUN2Q,0,152.0,160.0,152.0,160.0,0.0,0.0,False,0,2,1,3,266,297,90,273,1,10.0
2021-03-06,FO-DMUN2Q,0,152.0,160.0,152.0,160.0,0.0,0.0,False,0,5,1,3,263,294,87,270,1,10.0
2021-03-09,FO-DMUN2Q,2,160.0,160.0,152.0,160.0,0.0,0.0,True,0,1,2,3,260,291,84,267,1,0.0
2021-03-12,FO-DMUN2Q,2,160.0,160.0,152.0,160.0,0.0,0.0,False,0,4,2,3,257,288,81,264,1,0.0
2021-03-15,FO-DMUN2Q,2,160.0,160.0,152.0,160.0,0.0,0.0,False,0,0,3,3,254,285,78,261,1,0.0
2021-03-18,FO-DMUN2Q,3,160.0,160.0,152.0,160.0,0.0,0.0,False,0,3,3,3,251,282,75,258,1,0.0
2021-03-21,FO-DMUN2Q,0,160.0,160.0,152.0,160.0,0.0,0.0,False,0,6,3,3,248,279,72,255,1,0.0
2021-03-24,FO-DMUN2Q,1,152.0,160.0,152.0,160.0,0.0,0.0,True,0,2,4,3,245,276,69,252,1,10.0
2021-03-27,FO-DMUN2Q,0,152.0,160.0,152.0,160.0,0.0,0.0,False,0,5,4,3,242,273,66,249,1,10.0
2021-03-30,FO-DMUN2Q,0,152.0,160.0,152.0,160.0,0.0,0.0,False,0,1,5,3,239,270,63,246,1,10.0
2021-04-02,FO-DMUN2Q,0,152.0,160.0,152.0,160.0,0.0,0.0,False,0,4,1,4,236,267,60,243,1,10.0
2021-04-05,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,True,0,0,1,4,233,264,57,240,1,0.0
2021-04-08,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False,0,3,2,4,230,261,54,237,1,0.0
2021-04-11,FO-DMUN2Q,2,152.0,160.0,152.0,160.0,0.0,0.0,True,0,6,2,4,227,258,51,234,1,10.0
2021-04-14,FO-DMUN2Q,1,152.0,160.0,152.0,160.0,0.0,0.0,False,0,2,2,4,224,255,48,231,1,10.0
2021-04-17,FO-DMUN2Q,1,152.0,160.0,152.0,160.0,0.0,0.0,False,0,5,3,4,221,252,45,228,1,10.0
2021-04-20,FO-DMUN2Q,3,152.0,160.0,152.0,160.0,0.0,0.0,False,0,1,3,4,218,249,42,225,1,10.0
2021-04-23,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,True,0,4,4,4,215,246,39,222,1,0.0
2021-04-26,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False,0,0,4,4,212,243,36,219,1,0.0
2021-04-29,FO-DMUN2Q,2,160.0,160.0,152.0,160.0,0.0,0.0,False,0,3,5,4,209,240,33,216,1,0.0
2021-05-02,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False,0,6,1,5,206,237,30,213,1,0.0
2021-05-05,FO-DMUN2Q,0,160.0,160.0,152.0,160.0,0.0,0.0,False,0,2,1,5,203,234,27,210,1,0.0
2021-05-08,FO-DMUN2Q,0,160.0,160.0,152.0,160.0,0.0,0.0,False,0,5,2,5,200,231,24,207,1,0.0
2021-05-11,FO-DMUN2Q,0,160.0,160.0,152.0,160.0,0.0,0.0,False,0,1,2,5,197,228,21,204,1,0.0
2021-05-14,FO-DMUN2Q,0,160.0,160.0,152.0,160.0,0.0,0.0,False,0,4,2,5,194,225,18,201,1,0.0
2021-05-17,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False,0,0,3,5,191,222,15,198,1,0.0
2021-05-20,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False,0,3,3,5,188,219,12,195,1,0.0
2021-05-23,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False,0,6,4,5,185,216,9,192,1,0.0
2021-05-26,FO-DMUN2Q,2,160.0,160.0,152.0,160.0,0.0,0.0,False,0,2,4,5,182,213,6,189,1,0.0
2021-05-29,FO-DMUN2Q,1,160.0,180.0,171.0,180.0,0.0,0.0,False,0,5,5,5,179,210,3,186,1,22.22222222222222
2021-06-01,FO-DMUN2Q,1,160.0,160.0,171.0,160.0,0.0,0.0,False,0,1,1,6,176,207,0,183,1,0.0
2021-06-04,FO-DMUN2Q,0,160.0,160.0,171.0,160.0,0.0,0.0,False,0,4,1,6,173,204,362,180,1,0.0
2021-06-07,FO-DMUN2Q,1,160.0,160.0,171.0,160.0,0.0,0.0,False,0,0,1,6,170,201,359,177,1,0.0
2021-06-10,FO-DMUN2Q,0,160.0,160.0,171.0,160.0,0.0,0.0,False,0,3,2,6,167,198,356,174,1,0.0
2021-06-13,FO-DMUN2Q,0,160.0,160.0,171.0,160.0,0.0,0.0,False,0,6,2,6,164,195,353,171,1,0.0
2021-06-16,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,True,0,2,3,6,161,192,350,168,1,10.0
2021-06-19,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False,1,5,3,6,158,189,347,165,1,10.0
2021-06-22,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False,0,1,4,6,155,186,344,162,1,10.0
2021-06-25,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False,0,4,4,6,152,183,341,159,1,10.0
2021-06-28,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False,0,0,4,6,149,180,338,156,1,10.0
2021-07-01,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False,0,3,1,7,146,177,335,153,1,10.0
2021-07-04,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False,1,6,1,7,143,174,332,150,1,10.0
2021-07-07,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False,0,2,1,7,140,171,329,147,1,10.0
2021-07-10,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False,0,5,2,7,137,168,326,144,1,10.0
2021-07-13,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False,0,1,2,7,134,165,323,141,1,10.0
2021-07-16,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,True,0,4,3,7,131,162,320,138,1,0.0
2021-07-19,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,0,3,7,128,159,317,135,1,0.0
2021-07-22,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,3,4,7,125,156,314,132,1,0.0
2021-07-25,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False,0,6,4,7,122,153,311,129,1,0.0
2021-07-28,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False,0,2,4,7,119,150,308,126,1,0.0
2021-07-31,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,5,5,7,116,147,305,123,1,0.0
2021-08-03,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,1,1,8,113,144,302,120,1,0.0
2021-08-06,FO-DMUN2Q,5,180.0,180.0,171.0,180.0,0.0,0.0,False,0,4,1,8,110,141,299,117,1,0.0
2021-08-09,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,0,2,8,107,138,296,114,1,0.0
2021-08-12,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,3,2,8,104,135,293,111,1,0.0
2021-08-15,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,6,3,8,101,132,290,108,1,0.0
2021-08-18,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,2,3,8,98,129,287,105,1,0.0
2021-08-21,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,5,3,8,95,126,284,102,1,0.0
2021-08-24,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,1,4,8,92,123,281,99,1,0.0
2021-08-27,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,4,4,8,89,120,278,96,1,0.0
2021-08-30,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,0,5,8,86,117,275,93,1,0.0
2021-09-02,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,3,1,9,83,114,272,90,1,0.0
2021-09-05,FO-DMUN2Q,5,180.0,180.0,171.0,180.0,0.0,0.0,False,0,6,1,9,80,111,269,87,1,0.0
2021-09-08,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,2,2,9,77,108,266,84,1,0.0
2021-09-11,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,5,2,9,74,105,263,81,1,0.0
2021-09-14,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,1,2,9,71,102,260,78,1,0.0
2021-09-17,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False,0,4,3,9,68,99,257,75,1,0.0
2021-09-20,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,0,3,9,65,96,254,72,1,0.0
2021-09-23,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,3,4,9,62,93,251,69,1,0.0
2021-09-26,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False,0,6,4,9,59,90,248,66,1,0.0
2021-09-29,FO-DMUN2Q,5,180.0,180.0,171.0,180.0,0.0,0.0,False,0,2,5,9,56,87,245,63,1,0.0
2021-10-02,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,5,1,10,53,84,242,60,1,0.0
2021-10-05,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,1,1,10,50,81,239,57,1,0.0
2021-10-08,FO-DMUN2Q,4,171.0,180.0,171.0,180.0,0.0,0.0,True,0,4,2,10,47,78,236,54,1,10.0
2021-10-11,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,False,1,0,2,10,44,75,233,51,1,10.0
2021-10-14,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False,0,3,2,10,41,72,230,48,1,10.0
2021-10-17,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,True,0,6,3,10,38,69,227,45,1,0.0
2021-10-20,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,2,3,10,35,66,224,42,1,0.0
2021-10-23,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,5,4,10,32,63,221,39,1,0.0
2021-10-26,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,1,4,10,29,60,218,36,1,0.0
2021-10-29,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,4,5,10,26,57,215,33,1,0.0
2021-11-01,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,0,1,11,23,54,212,30,1,0.0
2021-11-04,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,3,1,11,20,51,209,27,1,0.0
2021-11-07,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,6,1,11,17,48,206,24,1,0.0
2021-11-10,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,2,2,11,14,45,203,21,1,0.0
2021-11-13,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False,0,5,2,11,11,42,200,18,1,0.0
2021-11-16,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,1,3,11,8,39,197,15,1,0.0
2021-11-19,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False,0,4,3,11,5,36,194,12,1,0.0
2021-11-22,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,0,4,11,2,33,191,9,1,0.0
2021-11-25,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,1,3,4,11,364,30,188,6,1,0.0
2021-11-28,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,6,4,11,361,27,185,3,1,0.0
2021-12-01,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,2,1,12,358,24,182,0,1,0.0
2021-12-04,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False,0,5,1,12,355,21,179,362,1,0.0
2021-12-07,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False,0,1,1,12,352,18,176,359,1,0.0
2021-12-10,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,True,0,4,2,12,349,15,173,356,1,10.0
2021-12-13,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False,0,0,2,12,346,12,170,353,1,10.0
2021-12-16,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False,0,3,3,12,343,9,167,350,1,10.0
2021-12-19,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,False,0,6,3,12,340,6,164,347,1,10.0
2021-12-22,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False,0,2,4,12,337,3,161,344,1,10.0
2021-12-25,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False,1,5,4,12,334,0,158,341,1,10.0
2021-12-28,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False,0,1,4,12,331,362,155,338,1,10.0
2021-12-31,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,True,1,4,5,12,328,359,152,335,1,0.0
2022-01-03,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,0,1,1,325,356,149,332,1,0.0
2022-01-06,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,3,1,1,322,353,146,329,1,0.0
2022-01-09,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False,0,6,2,1,319,350,143,326,1,0.0
2022-01-12,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,2,2,1,316,347,140,323,1,0.0
2022-01-15,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,True,0,5,3,1,313,344,137,320,1,10.0
2022-01-18,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False,0,1,3,1,310,341,134,317,1,10.0
2022-01-21,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False,0,4,3,1,307,338,131,314,1,10.0
2022-01-24,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,False,0,0,4,1,304,335,128,311,1,10.0
2022-01-27,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False,0,3,4,1,301,332,125,308,1,10.0
2022-01-30,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False,0,6,5,1,298,329,122,305,1,10.0
2022-02-02,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False,0,2,1,2,295,326,119,302,1,10.0
2022-02-05,FO-DMUN2Q,5,180.0,180.0,171.0,180.0,0.0,0.0,True,0,5,1,2,292,323,116,299,1,0.0
2022-02-08,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,1,2,2,289,320,113,296,1,0.0
2022-02-11,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False,0,4,2,2,286,317,110,293,1,0.0
2022-02-14,FO-DMUN2Q,4,180.0,180.0,171.0,180.0,0.0,0.0,False,0,0,2,2,283,314,107,290,1,0.0
2022-02-17,FO-DMUN2Q,4,180.0,180.0,171.0,180.0,0.0,0.0,False,0,3,3,2,280,311,104,287,1,0.0
2022-02-20,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False,0,6,3,2,277,308,101,284,1,0.0
2022-02-23,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,2,4,2,274,305,98,281,1,0.0
2022-02-26,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False,0,5,4,2,271,302,95,278,1,0.0
2022-03-01,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,1,1,3,268,299,92,275,1,0.0
2022-03-04,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,4,1,3,265,296,89,272,1,0.0
2022-03-07,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,0,1,3,262,293,86,269,1,0.0
2022-03-10,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,3,2,3,259,290,83,266,1,0.0
2022-03-13,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,6,2,3,256,287,80,263,1,0.0
2022-03-16,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,2,3,3,253,284,77,260,1,0.0
2022-03-19,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False,0,5,3,3,250,281,74,257,1,0.0
2022-03-22,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False,0,1,4,3,247,278,71,254,1,0.0
2022-03-25,FO-DMUN2Q,3,171.0,180.0,171.0,180.0,0.0,0.0,True,0,4,4,3,244,275,68,251,1,10.0
2022-03-28,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False,0,0,4,3,241,272,65,248,1,10.0
