creation_date,product_item_sku_id,sales,base_price,list_price,sale_price,msrp,views,cart_quantity,base_price_change
2021-03-18,FO-DMUN2Q,3,160.0,160.0,152.0,160.0,0.0,0.0,False
2021-03-21,FO-DMUN2Q,0,160.0,160.0,152.0,160.0,0.0,0.0,False
2021-03-24,FO-DMUN2Q,1,152.0,160.0,152.0,160.0,0.0,0.0,True
2021-03-27,FO-DMUN2Q,0,152.0,160.0,152.0,160.0,0.0,0.0,False
2021-03-30,FO-DMUN2Q,0,152.0,160.0,152.0,160.0,0.0,0.0,False
2021-04-02,FO-DMUN2Q,0,152.0,160.0,152.0,160.0,0.0,0.0,False
2021-04-05,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,True
2021-04-08,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False
2021-04-11,FO-DMUN2Q,2,152.0,160.0,152.0,160.0,0.0,0.0,True
2021-04-14,FO-DMUN2Q,1,152.0,160.0,152.0,160.0,0.0,0.0,False
2021-04-17,FO-DMUN2Q,1,152.0,160.0,152.0,160.0,0.0,0.0,False
2021-04-20,FO-DMUN2Q,3,152.0,160.0,152.0,160.0,0.0,0.0,False
2021-04-23,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,True
2021-04-26,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False
2021-04-29,FO-DMUN2Q,2,160.0,160.0,152.0,160.0,0.0,0.0,False
2021-05-02,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False
2021-05-05,FO-DMUN2Q,0,160.0,160.0,152.0,160.0,0.0,0.0,False
2021-05-08,FO-DMUN2Q,0,160.0,160.0,152.0,160.0,0.0,0.0,False
2021-05-11,FO-DMUN2Q,0,160.0,160.0,152.0,160.0,0.0,0.0,False
2021-05-14,FO-DMUN2Q,0,160.0,160.0,152.0,160.0,0.0,0.0,False
2021-05-17,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False
2021-05-20,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False
2021-05-23,FO-DMUN2Q,1,160.0,160.0,152.0,160.0,0.0,0.0,False
2021-05-26,FO-DMUN2Q,2,160.0,160.0,152.0,160.0,0.0,0.0,False
2021-05-29,FO-DMUN2Q,1,160.0,180.0,171.0,180.0,0.0,0.0,False
2021-06-01,FO-DMUN2Q,1,160.0,160.0,171.0,160.0,0.0,0.0,False
2021-06-04,FO-DMUN2Q,0,160.0,160.0,171.0,160.0,0.0,0.0,False
2021-06-07,FO-DMUN2Q,1,160.0,160.0,171.0,160.0,0.0,0.0,False
2021-06-10,FO-DMUN2Q,0,160.0,160.0,171.0,160.0,0.0,0.0,False
2021-06-13,FO-DMUN2Q,0,160.0,160.0,171.0,160.0,0.0,0.0,False
2021-06-16,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,True
2021-06-19,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-06-22,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-06-25,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-06-28,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-07-01,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-07-04,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-07-07,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-07-10,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-07-13,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-07-16,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,True
2021-07-19,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-07-22,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-07-25,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-07-28,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-07-31,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-08-03,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-08-06,FO-DMUN2Q,5,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-08-09,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-08-12,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-08-15,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-08-18,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-08-21,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-08-24,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-08-27,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-08-30,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-09-02,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-09-05,FO-DMUN2Q,5,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-09-08,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-09-11,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-09-14,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-09-17,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-09-20,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-09-23,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-09-26,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-09-29,FO-DMUN2Q,5,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-10-02,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-10-05,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-10-08,FO-DMUN2Q,4,171.0,180.0,171.0,180.0,0.0,0.0,True
2021-10-11,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-10-14,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-10-17,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,True
2021-10-20,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-10-23,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-10-26,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-10-29,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-11-01,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-11-04,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-11-07,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-11-10,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-11-13,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-11-16,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-11-19,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-11-22,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-11-25,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-11-28,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-12-01,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-12-04,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-12-07,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False
2021-12-10,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,True
2021-12-13,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-12-16,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-12-19,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-12-22,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-12-25,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-12-28,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2021-12-31,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,True
2022-01-03,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-01-06,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-01-09,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-01-12,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-01-15,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,True
2022-01-18,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-01-21,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-01-24,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-01-27,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-01-30,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-02-02,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-02-05,FO-DMUN2Q,5,180.0,180.0,171.0,180.0,0.0,0.0,True
2022-02-08,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-02-11,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-02-14,FO-DMUN2Q,4,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-02-17,FO-DMUN2Q,4,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-02-20,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-02-23,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-02-26,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-03-01,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-03-04,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-03-07,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-03-10,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-03-13,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-03-16,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-03-19,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-03-22,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-03-25,FO-DMUN2Q,3,171.0,180.0,171.0,180.0,0.0,0.0,True
2022-03-28,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-03-31,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,True
2022-04-03,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-04-06,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-04-09,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-04-12,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-04-15,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-04-18,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-04-21,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,True
2022-04-24,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-04-27,FO-DMUN2Q,2,175.5,180.0,171.0,180.0,0.0,0.0,True
2022-04-30,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,True
2022-05-03,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-05-06,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-05-09,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-05-12,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-05-15,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-05-18,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-05-21,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-05-24,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-05-27,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-05-30,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-06-02,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-06-05,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-06-08,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-06-11,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,True
2022-06-14,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-06-17,FO-DMUN2Q,4,180.0,180.0,171.0,180.0,0.0,0.0,True
2022-06-20,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-06-23,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-06-26,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-06-29,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-07-02,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-07-05,FO-DMUN2Q,4,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-07-08,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-07-11,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-07-14,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-07-17,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,True
2022-07-20,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-07-23,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-07-26,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-07-29,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-08-01,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-08-04,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-08-07,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-08-10,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-08-13,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-08-16,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-08-19,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,True
2022-08-22,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-08-25,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-08-28,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-08-31,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-09-03,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-09-06,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-09-09,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-09-12,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-09-15,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-09-18,FO-DMUN2Q,4,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-09-21,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-09-24,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-09-27,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-09-30,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-10-03,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-10-06,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,True
2022-10-09,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-10-12,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-10-15,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,True
2022-10-18,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-10-21,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-10-24,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-10-27,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-10-30,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-11-02,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-11-05,FO-DMUN2Q,5,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-11-08,FO-DMUN2Q,5,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-11-11,FO-DMUN2Q,4,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-11-14,FO-DMUN2Q,5,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-11-17,FO-DMUN2Q,6,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-11-20,FO-DMUN2Q,6,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-11-23,FO-DMUN2Q,5,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-11-26,FO-DMUN2Q,14,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-11-29,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-12-02,FO-DMUN2Q,2,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-12-05,FO-DMUN2Q,4,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-12-08,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2022-12-11,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,0.0,0.0,True
2022-12-14,FO-DMUN2Q,4,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-12-17,FO-DMUN2Q,0,171.0,180.0,171.0,180.0,0.0,0.0,False
2022-12-20,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,129.0,33.0,False
2022-12-23,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,63.0,13.0,True
2022-12-26,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,124.0,27.0,False
2022-12-29,FO-DMUN2Q,3,180.0,180.0,171.0,180.0,252.0,87.0,False
2023-01-01,FO-DMUN2Q,1,180.0,180.0,171.0,180.0,103.0,21.0,False
2023-01-04,FO-DMUN2Q,0,180.0,180.0,171.0,180.0,0.0,0.0,False
2023-01-07,FO-DMUN2Q,5,180.0,180.0,171.0,180.0,460.0,90.0,False
2023-01-10,FO-DMUN2Q,4,180.0,180.0,171.0,180.0,289.0,64.0,False
2023-01-13,FO-DMUN2Q,4,171.0,180.0,171.0,180.0,332.0,126.0,True
2023-01-16,FO-DMUN2Q,2,171.0,180.0,171.0,180.0,168.0,42.0,False
2023-01-19,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,80.0,19.0,False
2023-01-22,FO-DMUN2Q,1,171.0,180.0,171.0,180.0,66.0,25.0,False
